symbol,Date,FiscalQuarter,FiscalYear,NetIncome,GrossSales
541,2021-07-22,2.0,2021,2938.0,50930.035320724506
10,2021-07-23,2.0,2021,2895.0,12437.778348458987
16,2021-07-23,2.0,2021,4515.0,34145.60944433986
132,2021-07-23,2.0,2021,8422.0,25071.15846778627
143,2021-07-23,2.0,2021,1004.0,11975.570706728327
440,2021-07-23,2.0,2021,575.299988,4009.0633380856334
23,2021-07-27,3.0,2021,74129.0,205072.95480023176
25,2021-07-27,2.0,2021,1405.0,48637.41367306412
72,2021-07-27,2.0,2021,1048.0,3752.082296893137
167,2021-07-27,2.0,2021,3152.0,27251.87951542268
192,2021-07-27,2.0,2021,963.0,5408.648013960516
220,2021-07-27,2.0,2021,1058.199951,11774.896521738106
255,2021-07-27,2.0,2021,7468.0,12446.666666666668
256,2021-07-27,2.0,2021,1901.0,8583.192447004643
296,2021-07-27,4.0,2021,61271.0,102118.33333333334
309,2021-07-27,2.0,2021,602.0,13597.800872382491
340,2021-07-27,2.0,2021,772.0,13180.180087377363
370,2021-07-27,2.0,2021,392.0,4658.191980128734
424,2021-07-27,2.0,2021,-333.467987,932.8254923452146
448,2021-07-27,3.0,2021,2435.699951,9992.623312243993
519,2021-07-27,2.0,2021,652.0,2953.8800534068673
590,2021-07-27,2.0,2021,1703.599976,2839.3332933333336
672,2021-07-27,2.0,2021,2047.0,19369.90302780781
750,2021-07-27,2.0,2021,90.5,616.1304594195367
770,2021-07-27,3.0,2021,8727.0,45823.473681049836
790,2021-07-27,2.0,2021,1642.0,20455.21135001227
40,2021-07-28,2.0,2021,6.0,23805.510660761545
41,2021-07-28,2.0,2021,3090.0,8301.236018730067
109,2021-07-28,2.0,2021,1445.0,15613.12881374136
146,2021-07-28,4.0,2021,3908.458008,8923.53729903896
179,2021-07-28,2.0,2021,1492.0,10927.822066950122
211,2021-07-28,2.0,2021,148.199997,942.2001814290767
216,2021-07-28,2.0,2021,199.929993,4832.285423090059
228,2021-07-28,2.0,2021,894.0,6466.076750750969
240,2021-07-28,2.0,2021,4165.0,68474.80537944392
337,2021-07-28,2.0,2021,700.700012,3518.9361845928497
433,2021-07-28,2.0,2021,2281.0,17411.69110447994
437,2021-07-28,3.0,2021,6245.0,24630.521578572865
485,2021-07-28,2.0,2021,1087.060059,6644.941978532253
530,2021-07-28,2.0,2021,3.0,4099.65510806655
628,2021-07-28,2.0,2021,1017.0,10010.108371881453
663,2021-07-28,2.0,2021,224.561005,3108.4495519585143
701,2021-07-28,2.0,2021,36455.0,60758.333333333336
702,2021-07-28,2.0,2021,36455.0,60758.333333333336
740,2021-07-28,2.0,2021,141.0,3072.1603059242784
759,2021-07-28,3.0,2021,1467.0,2445.0
822,2021-07-28,2.0,2021,163.399994,1544.565380635719
35,2021-07-29,2.0,2021,601.0,8300.913150880753
65,2021-07-29,2.0,2021,6922.0,35765.72214235094
104,2021-07-29,2.0,2021,3815.0,83339.81985016979
122,2021-07-29,2.0,2021,698.101013,5435.991378470398
125,2021-07-29,2.0,2021,19.0,5341.174029463226
139,2021-07-29,4.0,2021,2077.353027,3972.948206244438
158,2021-07-29,2.0,2021,1666.0,10659.274781775131
183,2021-07-29,2.0,2021,3232.0,9731.90321575255
203,2021-07-29,2.0,2021,3571.0,13796.656910127067
295,2021-07-29,2.0,2021,1607.5,2679.166666666667
368,2021-07-29,2.0,2021,1911.0,18272.316157108642
422,2021-07-29,2.0,2021,1103.0,6836.065347268505
459,2021-07-29,4.0,2021,-634.664001,894.7755793142051
492,2021-07-29,2.0,2021,773.0,10167.77339335624
557,2021-07-29,2.0,2021,889.0,9204.246754763693
616,2021-07-29,2.0,2021,717.0,1358.4613377964265
626,2021-07-29,2.0,2021,1400.199951,2342.9738553719644
630,2021-07-29,2.0,2021,628.400024,7848.6323505044265
691,2021-07-29,2.0,2021,271.100006,509.3983478501855
700,2021-07-29,2.0,2021,3894.0,8114.674798258738
715,2021-07-29,2.0,2021,1903.0,8870.364237711201
736,2021-07-29,2.0,2021,19892.0,65457.39210605174
54,2021-07-30,2.0,2021,2945.0,42099.39367033669
58,2021-07-30,2.0,2021,4500.0,99097.9605141442
63,2021-07-30,2.0,2021,1469.0,9291.447976799185
64,2021-07-30,2.0,2021,1326.0,15093.742419836282
138,2021-07-30,3.0,2021,1244.0,20595.048445501234
207,2021-07-30,4.0,2021,14352.0,54960.563152336596
260,2021-07-30,1.0,2022,324.244995,8683.95266985616
270,2021-07-30,2.0,2021,1709.0,2848.3333333333335
442,2021-07-30,2.0,2021,1821.0,16159.928416825598
465,2021-07-30,2.0,2021,-434.394989,1024.8058368799568
548,2021-07-30,2.0,2021,47.743,187.82418845521468
608,2021-07-30,2.0,2021,15885.0,176990.87839764825
651,2021-07-30,2.0,2021,2079.0,25830.063669838288
821,2021-07-30,2.0,2021,3129.0,19642.987564924806
74,2021-08-03,2.0,2021,1223.0,3811.515540655462
91,2021-08-03,2.0,2021,965.0,7540.003129758032
116,2021-08-03,2.0,2021,879.0,10375.771718770146
147,2021-08-03,2.0,2021,2745.5,5196.639495950667
187,2021-08-03,2.0,2021,-43.0,5682.546024891176
204,2021-08-03,2.0,2021,3073.0,19392.720154994287
227,2021-08-03,2.0,2021,845.992004,1861.2592748129373
412,2021-08-03,2.0,2021,150.222,2722.219902956864
495,2021-08-03,2.0,2021,411.0,9861.504320951384
622,2021-08-03,4.0,2021,62.043999,264.9480876538063
676,2021-08-03,2.0,2021,922.0,5927.08750558434
677,2021-08-03,2.0,2021,340.200012,3965.957552426683
732,2021-08-03,2.0,2021,-28.0,11755.298204115397
738,2021-08-03,2.0,2021,-265.0,20789.856092413407
776,2021-08-03,2.0,2021,1496.0,5354.417224552837
788,2021-08-03,2.0,2021,770.0,3508.342863583893
20,2021-08-04,2.0,2021,2110.0,10009.22894505411
93,2021-08-04,3.0,2021,1653.0,3301.606036025944
112,2021-08-04,2.0,2021,5793.0,68129.72863686108
121,2021-08-04,2.0,2021,543.0,10453.005046528859
130,2021-08-04,2.0,2021,706.799988,3996.0721481469363
334,2021-08-04,2.0,2021,88.810997,1917.5250581130485
359,2021-08-04,2.0,2021,1584.0,14683.426456324047
361,2021-08-04,1.0,2022,204.0,4399.306737709272
528,2021-08-04,2.0,2021,149.763,2020.929429861218
536,2021-08-04,2.0,2021,45.0,1884.3147338885037
604,2021-08-04,2.0,2021,167.757004,6321.401670644605
641,2021-08-04,2.0,2021,-222.0,8704.177741388203
764,2021-08-04,2.0,2021,34.182999,761.0796318686413
36,2021-08-05,3.0,2021,1827.0,6847.345161579462
141,2021-08-05,2.0,2021,756.0,7508.714372334513
159,2021-08-05,1.0,2022,533.0,85046.94284397025
332,2021-08-05,2.0,2021,1069.0,4265.812548203218
375,2021-08-05,2.0,2021,-185.595993,553.8185940626081
417,2021-08-05,2.0,2021,4214.100098,11863.492046291605
523,2021-08-05,2.0,2021,-37.0,2016.6713771787709
540,2021-08-05,2.0,2021,4001.0,7048.616946740527
550,2021-08-05,2.0,2021,1576.0,6409.550715834229
552,2021-08-05,2.0,2021,-75.473,318.00486004889126
554,2021-08-05,2.0,2021,-22.43,377.13465613600965
617,2021-08-05,2.0,2021,108.219002,180.36500333333333
640,2021-08-05,2.0,2021,466.0,3238.4870579150484
797,2021-08-05,2.0,2021,177.514008,1475.4925587686116
279,2021-08-06,3.0,2021,139.300003,5021.617557724022
773,2021-08-06,2.0,2021,8178.241211,13630.402018333332
230,2021-08-10,4.0,2021,524.208984,5614.65505624077
562,2021-08-10,2.0,2021,-255.802002,536.1413084397611
75,2021-08-11,2.0,2021,107.089996,818.7713805864832
560,2021-08-11,2.0,2021,-46.443001,143.5538986151709
83,2021-08-12,3.0,2021,2280.0,21935.684975525484
563,2021-08-12,2.0,2021,-262.053986,463.66827263665294
564,2021-08-12,2.0,2021,-212.0,1613.9536704752736
127,2021-08-17,2.0,2022,8952.0,170791.4816660542
265,2021-08-17,2.0,2022,7175.0,198320.51249562934
652,2021-08-17,3.0,2021,768.0,1285.2434976597515
21,2021-08-18,3.0,2021,1314.734985,2191.224975
78,2021-08-18,2.0,2022,3914.0,27645.58583610891
152,2021-08-18,2.0,2022,5340.0,-999.0
280,2021-08-18,2.0,2022,1319.599976,42667.95169938566
394,2021-08-18,4.0,2021,10591.0,17651.666666666668
638,2021-08-18,2.0,2022,4285.0,11680.42755373256
24,2021-08-19,3.0,2021,4176.0,6960.0
213,2021-08-19,2.0,2022,970.737,7599.055271158798
589,2021-08-19,4.0,2021,2875.0,6797.096484769872
161,2021-08-24,1.0,2022,769.0,43290.36182064996
478,2021-08-24,4.0,2021,2062.0,8741.119281624946
27,2021-08-25,2.0,2022,271.200012,452.00002000000006
698,2021-08-25,2.0,2022,1004.0,13299.707373806497
824,2021-08-25,2.0,2022,-392.938995,619.513360126462
84,2021-08-26,2.0,2022,1314.767944,27188.806019708696
123,2021-08-26,3.0,2021,3404.0,31067.169885408955
342,2021-08-26,2.0,2022,1818.0,266603.47168980836
349,2021-08-26,2.0,2022,59.214001,1679.9677036517464
508,2021-08-26,4.0,2021,77.363998,786.2020735843082
765,2021-08-26,2.0,2022,836.0,1393.3333333333335
555,2021-08-27,4.0,2021,-189.0,3424.5986937020502
551,2021-08-31,2.0,2022,-140.188995,1101.8976722337636
661,2021-08-31,2.0,2021,7990.041992,103074.90038517345
377,2021-09-02,2.0,2022,164.0,2259.204445040287
455,2021-09-02,3.0,2021,874.0,17963.231915537643
531,2021-09-02,2.0,2022,-33.855,1825.7159225619955
778,2021-09-02,3.0,2021,4747.0,14033.184773958314
763,2021-09-08,2.0,2022,353.029999,4176.862356030189
145,2021-09-10,2.0,2022,612.0,42072.94230517784
97,2021-09-21,1.0,2022,1112.0,81692.67904199392
306,2021-09-21,3.0,2021,1212.0,2748.924778603123
111,2021-09-22,1.0,2022,638.200012,6813.413391079252
675,2021-09-23,4.0,2021,5990.544922,56955.499853347974
165,2021-09-28,4.0,2021,5861.0,9768.333333333334
196,2021-09-30,1.0,2022,333.600006,4609.562183693046
323,2021-09-30,3.0,2021,-6881.0,299.3123586315989
198,2021-10-05,3.0,2021,6338.0,43198.156479525605
115,2021-10-19,3.0,2021,641.0,7353.294827643403
207,2021-10-19,1.0,2022,4126.0,37794.37719680576
684,2021-10-19,3.0,2021,4508.798828,19714.50040835709
37,2021-10-20,3.0,2021,17881.0,93980.96841501057
133,2021-10-20,3.0,2021,3410.0,36871.154540074895
146,2021-10-20,1.0,2022,1179.744019,7362.480744579382
261,2021-10-20,3.0,2021,169.910995,283.1849916666667
430,2021-10-20,3.0,2021,1748.099976,7304.699322020408
526,2021-10-20,3.0,2021,-666.0,11111.488653621827
584,2021-10-20,3.0,2021,4109.799805,6849.666341666666
632,2021-10-20,3.0,2021,805.0,1415.4292031281286
790,2021-10-20,3.0,2021,3301.0,38141.364260483315
45,2021-10-21,3.0,2021,2847.0,8756.420380832202
77,2021-10-21,3.0,2021,4645.0,7741.666666666667
132,2021-10-21,3.0,2021,15245.0,31066.460667133113
156,2021-10-21,3.0,2021,2367.0,17062.894179061488
223,2021-10-21,3.0,2021,909.0,9297.351624669065
224,2021-10-21,3.0,2021,16089.0,26815.0
252,2021-10-21,3.0,2021,4812.0,20322.95890106879
344,2021-10-21,3.0,2021,4007.0,12155.374244824561
370,2021-10-21,3.0,2021,653.0,10939.956352899242
541,2021-10-21,3.0,2021,4644.0,16882.663226873396
10,2021-10-22,3.0,2021,4168.0,18176.542319317112
16,2021-10-22,3.0,2021,6341.0,16499.03095147273
61,2021-10-22,3.0,2021,2134.0,5225.754194778711
218,2021-10-22,3.0,2021,1317.0,15666.014132321623
260,2021-10-22,2.0,2022,788.297974,2454.066978218392
403,2021-10-22,3.0,2021,5716.0,63440.53944492742
25,2021-10-26,3.0,2021,1938.0,33945.91699203116
72,2021-10-26,3.0,2021,1419.0,9347.662342271786
150,2021-10-26,3.0,2021,4266.0,21336.194015454716
158,2021-10-26,3.0,2021,2527.0,4211.666666666667
167,2021-10-26,3.0,2021,4589.0,11864.063304848876
192,2021-10-26,3.0,2021,1340.699951,20143.250055178578
220,2021-10-26,3.0,2021,1560.400024,9209.538734155283
238,2021-10-26,3.0,2021,5631.0,9385.0
255,2021-10-26,3.0,2021,9797.0,79606.59790915292
256,2021-10-26,3.0,2021,3374.0,58099.99317166501
278,2021-10-26,3.0,2021,219.0,2127.8177619957523
296,2021-10-26,1.0,2022,20505.0,112370.39309585837
340,2021-10-26,3.0,2021,1311.0,6095.460535305382
378,2021-10-26,3.0,2021,-403.102997,5556.776357983317
736,2021-10-26,3.0,2021,29085.0,48475.0
750,2021-10-26,3.0,2021,141.300003,902.9502450464803
28,2021-10-27,1.0,2022,700.5,9391.099214262496
40,2021-10-27,3.0,2021,-126.0,33166.69340843579
41,2021-10-27,3.0,2021,4642.0,34788.91517670756
62,2021-10-27,3.0,2021,7354.0,12256.666666666668
109,2021-10-27,3.0,2021,2305.0,14747.43543044382
112,2021-10-27,3.0,2021,8179.0,66537.91020104369
121,2021-10-27,3.0,2021,1279.0,13541.378037785507
125,2021-10-27,3.0,2021,259.0,770.2182379448657
139,2021-10-27,1.0,2022,1068.484985,5748.9048863203125
179,2021-10-27,3.0,2021,2245.0,3741.666666666667
216,2021-10-27,3.0,2021,337.984009,7196.280817527937
240,2021-10-27,3.0,2021,6067.0,10111.666666666668
309,2021-10-27,3.0,2021,1048.0,6229.494520393275
337,2021-10-27,3.0,2021,1122.400024,4100.217140490043
424,2021-10-27,3.0,2021,-417.808014,1117.28039442157
465,2021-10-27,3.0,2021,-658.504028,1339.9537714952778
485,2021-10-27,3.0,2021,1645.712036,8349.120865852467
530,2021-10-27,3.0,2021,5.0,7543.023399177644
590,2021-10-27,3.0,2021,2574.800049,11676.50691733967
628,2021-10-27,3.0,2021,1561.0,8367.740309022534
701,2021-10-27,3.0,2021,55391.0,217949.4295308551
702,2021-10-27,3.0,2021,55391.0,243931.65567899533
740,2021-10-27,3.0,2021,204.0,2513.842247621967
759,2021-10-27,4.0,2021,2261.0,10510.57689566226
822,2021-10-27,3.0,2021,199.300003,775.4624782043297
23,2021-10-28,4.0,2021,94680.0,387543.1999671853
35,2021-10-28,3.0,2021,1053.0,4693.298821687897
54,2021-10-28,3.0,2021,4373.0,9482.958108731875
65,2021-10-28,3.0,2021,10854.0,78666.49919618963
104,2021-10-28,3.0,2021,5637.0,70684.39567767414
122,2021-10-28,3.0,2021,1143.027954,3157.770674851987
175,2021-10-28,3.0,2021,997.0,12985.916498167733
183,2021-10-28,3.0,2021,4295.0,25029.73273468319
203,2021-10-28,3.0,2021,851.0,9579.741734995645
228,2021-10-28,3.0,2021,1332.0,8827.525650598636
295,2021-10-28,3.0,2021,2364.899902,7213.771608557792
422,2021-10-28,3.0,2021,3105.0,11320.344895125063
448,2021-10-28,4.0,2021,4200.299805,23750.271371031176
459,2021-10-28,1.0,2022,-392.118011,2025.0058996939094
492,2021-10-28,3.0,2021,1303.0,4597.486582656726
519,2021-10-28,3.0,2021,995.0,8748.310185857921
536,2021-10-28,3.0,2021,122.0,203.33333333333334
557,2021-10-28,3.0,2021,1369.0,6762.807329136526
616,2021-10-28,3.0,2021,1245.0,5400.069604722743
626,2021-10-28,3.0,2021,2126.399902,7700.968442828505
630,2021-10-28,3.0,2021,979.200012,9185.357603573642
700,2021-10-28,3.0,2021,6308.0,10513.333333333334
715,2021-10-28,3.0,2021,2540.0,4233.333333333334
813,2021-10-28,3.0,2021,124.042999,914.1954330511866
58,2021-10-29,3.0,2021,10600.0,96231.43388159962
63,2021-10-29,3.0,2021,2150.0,3583.3333333333335
64,2021-10-29,3.0,2021,435.0,1267.5334660877513
116,2021-10-29,3.0,2021,1358.0,5567.930646278742
442,2021-10-29,3.0,2021,2800.0,20872.557206421996
608,2021-10-29,3.0,2021,19041.0,333389.08175818826
651,2021-10-29,3.0,2021,3486.0,21294.76073899422
738,2021-10-29,3.0,2021,223.0,109972.99673690106
821,2021-10-29,3.0,2021,4891.0,18168.86100710885
74,2021-11-02,3.0,2021,1764.0,15788.673331285247
91,2021-11-02,3.0,2021,1595.0,10939.985734413716
159,2021-11-02,2.0,2022,843.0,258133.04930374652
204,2021-11-02,3.0,2021,5452.0,42900.618341472364
211,2021-11-02,3.0,2021,219.300003,1981.5434547959564
368,2021-11-02,3.0,2021,2602.0,80027.37147347059
412,2021-11-02,3.0,2021,245.658005,409.4300083333334
589,2021-11-02,1.0,2022,695.0,3154.5472556161717
622,2021-11-02,1.0,2022,-7.14,1049.6660270745851
669,2021-11-02,3.0,2021,770.685974,1284.4766233333335
672,2021-11-02,3.0,2021,3309.0,11090.481533473541
776,2021-11-02,3.0,2021,2135.0,3558.3333333333335
788,2021-11-02,3.0,2021,1296.0,4359.602798067695
804,2021-11-02,3.0,2021,9896.0,148878.33882178037
93,2021-11-03,4.0,2021,2327.0,13404.405337620112
130,2021-11-03,3.0,2021,1115.5,4829.721579736989
334,2021-11-03,3.0,2021,154.253998,1597.379289802022
361,2021-11-03,2.0,2022,498.0,3204.7553277817615
437,2021-11-03,4.0,2021,9043.0,19508.156463441068
495,2021-11-03,3.0,2021,631.0,3298.41507787923
528,2021-11-03,3.0,2021,218.697998,919.0277203273874
550,2021-11-03,3.0,2021,1608.0,11233.086365919198
641,2021-11-03,3.0,2021,547.0,3341.9039450668265
663,2021-11-03,3.0,2021,376.587006,4550.999366200365
8,2021-11-04,4.0,2021,2114.899902,3524.8331700000003
36,2021-11-04,4.0,2021,2092.0,15444.225974320252
141,2021-11-04,3.0,2021,1061.0,14426.413403209834
187,2021-11-04,3.0,2021,785.0,15167.852464535817
195,2021-11-04,1.0,2022,451.463013,24241.669555418583
332,2021-11-04,3.0,2021,1621.0,4302.702545151111
359,2021-11-04,3.0,2021,2679.0,4706.101652818009
417,2021-11-04,3.0,2021,5846.299805,9743.833008333333
457,2021-11-04,3.0,2021,239.809998,936.5069745068608
523,2021-11-04,3.0,2021,-105.0,12417.383764772421
540,2021-11-04,3.0,2021,7334.0,12223.333333333334
548,2021-11-04,3.0,2021,141.738998,2310.9586606701323
552,2021-11-04,3.0,2021,-182.807999,296.8043132649506
554,2021-11-04,3.0,2021,-27.914,475.90880456688126
579,2021-11-04,3.0,2021,1890.534058,6987.972246442747
604,2021-11-04,3.0,2021,274.049011,3762.561814034509
640,2021-11-04,3.0,2021,570.0,14987.515988457802
677,2021-11-04,3.0,2021,486.0,2373.983112508099
732,2021-11-04,3.0,2021,133.0,1568.0995441323028
764,2021-11-04,3.0,2021,129.408005,5481.606256218519
797,2021-11-04,3.0,2021,284.851013,732.2080058383605
118,2021-11-05,3.0,2021,193.061996,462.98227956901354
138,2021-11-05,4.0,2021,1513.0,9289.953850238475
555,2021-11-05,1.0,2022,-376.0,1748.2004146777192
773,2021-11-05,3.0,2021,11459.885742,19099.80957
230,2021-11-09,1.0,2022,378.013,61788.59130964043
433,2021-11-09,3.0,2021,3368.0,9546.558736478462
508,2021-11-09,1.0,2022,19.410999,1624.346028335771
560,2021-11-09,3.0,2021,-101.874001,1130.1283361627047
562,2021-11-09,3.0,2021,-370.95401,623.038510454907
563,2021-11-09,3.0,2021,-364.19101,1171.4261722237063
566,2021-11-09,3.0,2021,-1.943,238.7750856614925
75,2021-11-10,3.0,2021,148.261002,961.562813675033
83,2021-11-10,4.0,2021,2536.0,61171.33267210491
567,2021-11-10,3.0,2021,-87.892998,81.45207187343472
570,2021-11-12,3.0,2020,105.0,1036.2553304935286
127,2021-11-16,3.0,2022,13081.0,24914.973131451174
265,2021-11-16,3.0,2022,10307.0,445964.3780787342
661,2021-11-16,3.0,2021,11313.482422,18855.804036666665
78,2021-11-17,3.0,2022,5402.0,83146.82480153156
152,2021-11-17,3.0,2022,7235.0,42484.18131762349
280,2021-11-17,3.0,2022,2342.600098,3904.3334966666666
394,2021-11-17,1.0,2022,2980.0,25570.95159784557
638,2021-11-17,3.0,2022,6749.0,16778.49952982706
24,2021-11-18,4.0,2021,5888.0,9813.333333333334
213,2021-11-18,3.0,2022,1355.766968,20608.36013090371
349,2021-11-18,3.0,2022,102.625999,2022.4637231758813
478,2021-11-18,1.0,2022,228.0,7764.028761138382
21,2021-11-23,4.0,2021,1390.421997,6060.702784956085
27,2021-11-23,3.0,2022,407.899994,3178.5951694956857
123,2021-11-23,4.0,2021,6503.0,16543.216955691267
161,2021-11-23,2.0,2022,2086.0,3476.666666666667
279,2021-11-23,4.0,2021,189.600006,5347.603556340206
342,2021-11-23,3.0,2022,5706.0,78122.47628216287
765,2021-11-23,3.0,2022,1234.0,10073.799054633619
79,2021-11-24,4.0,2021,5965.0,29058.121593647644
455,2021-11-30,4.0,2021,3427.0,8716.356883533133
698,2021-11-30,3.0,2022,1472.0,10413.847114594211
551,2021-12-01,3.0,2022,-190.639008,500.66844930783117
824,2021-12-01,3.0,2022,-547.794983,467.7520372297244
84,2021-12-02,3.0,2022,1801.79895,12240.284191937108
145,2021-12-02,3.0,2022,1097.0,61799.60788323431
531,2021-12-02,3.0,2022,-39.530998,402.34313212003383
576,2021-12-02,3.0,2021,10.22,-999.0
763,2021-12-09,3.0,2022,540.817993,2152.807627685991
778,2021-12-09,4.0,2021,6736.0,16397.25799343033
298,2021-12-10,2.0,2022,1209.0,33519.31681451978
97,2021-12-16,2.0,2022,2156.0,15811.01699598545
306,2021-12-16,4.0,2021,4822.0,12424.181516911696
675,2021-12-16,1.0,2022,1819.72998,6267.183493679244
111,2021-12-21,2.0,2022,1246.599976,20289.618450119175
196,2021-12-22,2.0,2022,665.700012,1442.5062027172141
80,2022-01-13,4.0,2021,279.0,30762.936531194806
207,2022-01-19,2.0,2022,8368.0,49127.73726049835
584,2022-01-19,4.0,2021,5883.200195,10806.766162328417
45,2022-01-20,4.0,2021,3781.0,6301.666666666667
252,2022-01-20,4.0,2021,6523.0,12909.372246626468
684,2022-01-20,4.0,2021,5116.228027,15894.025891068517
218,2022-01-21,4.0,2021,1928.0,16203.15252816483
25,2022-01-25,4.0,2021,2735.0,52955.69351074212
37,2022-01-25,4.0,2021,22618.0,75398.42197076936
150,2022-01-25,4.0,2021,6315.0,35014.630643994074
192,2022-01-25,4.0,2021,1852.099976,17200.680083027022
238,2022-01-25,4.0,2021,7769.0,12948.333333333334
256,2022-01-25,4.0,2021,4145.0,36904.40150330997
278,2022-01-25,4.0,2021,-455.0,2124.489637820132
296,2022-01-25,2.0,2022,39270.0,94151.23172192606
28,2022-01-26,2.0,2022,1394.900024,10288.277802073884
40,2022-01-26,4.0,2021,-4290.0,36133.5414769668
72,2022-01-26,4.0,2021,1906.0,8835.805839994931
109,2022-01-26,4.0,2021,3257.0,23722.37013143665
143,2022-01-26,4.0,2021,1844.0,7459.31814526997
146,2022-01-26,2.0,2022,2374.573975,12012.918375736666
224,2022-01-26,4.0,2021,21479.0,100678.00000987541
337,2022-01-26,4.0,2021,1580.099976,7789.019214847243
344,2022-01-26,4.0,2021,5365.0,14663.648622918046
632,2022-01-26,4.0,2021,1158.0,4197.711271475875
740,2022-01-26,4.0,2021,230.0,3254.6705747088104
759,2022-01-26,1.0,2022,566.0,9868.831565277305
790,2022-01-26,4.0,2021,5644.0,29974.18838911553
23,2022-01-27,1.0,2022,34630.0,156593.3389849577
65,2022-01-27,4.0,2021,13833.0,63881.73058805546
77,2022-01-27,4.0,2021,6433.0,15963.677450358835
132,2022-01-27,4.0,2021,19868.0,51603.38770284478
139,2022-01-27,2.0,2022,1786.001953,4467.909830313874
156,2022-01-27,4.0,2021,3174.0,10540.103250218548
157,2022-01-27,4.0,2021,7545.200195,15028.178083706387
183,2022-01-27,4.0,2021,7005.0,19172.698375271506
223,2022-01-27,4.0,2021,977.0,8824.31536320377
228,2022-01-27,4.0,2021,1994.0,9420.925917090723
403,2022-01-27,4.0,2021,7721.0,35304.268908324266
422,2022-01-27,4.0,2021,4174.0,8925.809320219481
459,2022-01-27,2.0,2022,-465.156006,1665.6100869894617
541,2022-01-27,4.0,2021,6405.0,35752.232785627195
672,2022-01-27,4.0,2021,4314.0,19173.402465838204
700,2022-01-27,4.0,2021,8687.0,14478.333333333334
770,2022-01-27,1.0,2022,3959.0,19705.941146437628
54,2022-01-28,4.0,2021,6493.0,26135.20851185132
58,2022-01-28,4.0,2021,15700.0,119043.88019289989
63,2022-01-28,4.0,2021,2338.0,13920.64654231047
260,2022-01-28,3.0,2022,1306.098999,7635.295558878409
651,2022-01-28,4.0,2021,5320.0,33827.08176890287
255,2022-02-01,4.0,2021,12890.0,41526.30274704565
361,2022-02-01,3.0,2022,564.0,3083.8076363791292
433,2022-02-01,4.0,2021,4169.0,15973.225578520209
448,2022-02-01,1.0,2022,816.099976,14765.551153250812
519,2022-02-01,4.0,2021,1314.0,3560.7621139212697
622,2022-02-01,2.0,2022,-9.779,601.9620109027024
93,2022-02-02,1.0,2022,895.0,11018.105722283584
112,2022-02-02,4.0,2021,9945.0,66429.69399822962
138,2022-02-02,1.0,2022,381.0,9408.176563815832
159,2022-02-02,3.0,2022,882.0,145315.26163169777
211,2022-02-02,4.0,2021,216.100006,1838.38080248432
240,2022-02-02,4.0,2021,7728.0,39722.38979192483
340,2022-02-02,4.0,2021,1817.0,8394.964326296984
368,2022-02-02,4.0,2021,3024.0,43203.229921501945
437,2022-02-02,1.0,2022,3399.0,27772.994429179445
530,2022-02-02,4.0,2021,-34.0,6201.237077958222
550,2022-02-02,4.0,2021,1769.0,7726.46755282885
590,2022-02-02,4.0,2021,3411.199951,7071.709097488576
628,2022-02-02,4.0,2021,2137.0,10411.645932722127
701,2022-02-02,4.0,2021,76033.0,145561.3457815895
702,2022-02-02,4.0,2021,76033.0,152687.3253705067
10,2022-02-03,4.0,2021,5610.0,16849.326580821074
36,2022-02-03,1.0,2022,677.0,9971.788304489879
195,2022-02-03,2.0,2022,839.192017,16389.769120321413
204,2022-02-03,4.0,2021,8079.0,26137.210649450346
245,2022-02-03,4.0,2021,381.5,1033.9459365791845
430,2022-02-03,4.0,2021,1727.599976,6516.48660035047
508,2022-02-03,2.0,2022,50.299999,823.7902305799465
548,2022-02-03,4.0,2021,316.437988,1653.9748990593391
562,2022-02-03,4.0,2021,-532.606995,721.9453427782092
574,2022-02-03,4.0,2021,1.724,285.0434241795642
589,2022-02-03,2.0,2022,1785.0,10453.839231701993
640,2022-02-03,4.0,2021,609.0,8721.518674130728
715,2022-02-03,4.0,2021,4069.0,6781.666666666667
736,2022-02-03,4.0,2021,39370.0,104180.7821337959
776,2022-02-03,4.0,2021,2699.0,5200.77996319586
8,2022-02-04,1.0,2022,549.599976,3021.850236041863
64,2022-02-04,4.0,2021,1308.0,4272.8867050017825
104,2022-02-04,4.0,2021,17910.0,81605.21148378451
608,2022-02-04,4.0,2021,33364.0,276144.5025121418
158,2022-02-08,4.0,2021,3263.0,5438.333333333334
230,2022-02-08,2.0,2022,545.453979,29397.982156635768
309,2022-02-08,4.0,2021,1403.0,9828.411660169675
555,2022-02-08,2.0,2022,-815.299988,2176.390076440282
557,2022-02-08,4.0,2021,1701.0,13697.228061237376
83,2022-02-09,1.0,2022,1200.0,53664.1981010727
427,2022-02-09,4.0,2021,2342.100098,7352.880221346441
465,2022-02-09,4.0,2021,-949.900024,2127.383431002943
485,2022-02-09,4.0,2021,2164.685059,7336.31764546394
549,2022-02-09,4.0,2021,-570.0,13819.232735034799
616,2022-02-09,4.0,2021,1575.0,3927.6619543579295
62,2022-02-10,4.0,2021,9804.0,17011.881423850256
198,2022-02-10,4.0,2021,7679.0,47419.352205091476
378,2022-02-10,4.0,2021,-221.408997,2634.4581951108885
442,2022-02-10,4.0,2021,3826.0,16543.39291855581
552,2022-02-10,4.0,2021,-260.30899,413.6791788599752
554,2022-02-10,4.0,2021,-20.745001,733.7318787959535
